what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254560609
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254567156
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254572734
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1256254584109
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1256254584171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254589968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254590906
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254626203
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1256254628656
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254629453
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1256254635109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254636359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254639468
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254727437
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256254732390
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256254736671
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1256254751750
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1256254782312
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254794625
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254799421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254861515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254927031
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254936171
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256254938000
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254938671
