what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256258740812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256259043890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256259067171
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259115296
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259129750
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1256259143343
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1256259147890
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259153015
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259153156
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259155171
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259155250
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259156187
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259158421
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259159453
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259160281
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259161656
opened,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259167000
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259167093
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256259170093
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256259171531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256259173171
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1256259179812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1256259184734
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1256259184890
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1256259185015
