what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256260897453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256260899453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256260907140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256260915234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256260915234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256260915359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256261752250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256261781218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256261787031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256261815906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256262652250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256262751078
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256262751859
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256262828984
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256262831859
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256262834156
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256262864515
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256262869218
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256262869734
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256262871515
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1256262873531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1256262917468
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1256262929468
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1256262930750
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1256262931781
