what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256254939312
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254941875
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256254946562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254947859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1256254947890
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256254948078
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254957359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256254963375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255131796
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256255144484
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256255145484
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256255151671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1256255155687
activated,editor,org.python.pydev,1.4.2,org.python.pydev.editor.PythonEditor,1256255156156
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1256255158093
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255222281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255251046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255254656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255258718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1256255259781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255260453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255352015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256255988062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256258725781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1256258733593
